"practice_id","doctor_id"
6768,15346
6768,8576
6768,14922
6768,13371
6768,8344
6768,14654
6768,8888
6768,9570
6768,7942
7878,7878
13155,13155
11694,11694
9976,9976
9820,9820
16416,16416
16416,16978
15443,15443
11554,4227
11554,5399
11554,5957
11554,6059
11554,7717
11554,12548
11554,11945
11554,10492
11554,9260
11554,7554
11554,6364
11554,12724
11554,11554
11554,2980
11554,11630
11554,3550
11554,2581
11554,14311
4205,4205
7473,7473
16240,16240
1577,1577
5973,10567
5973,5973
5973,15421
5946,5946
10764,10764
15374,15374
4141,6280
4141,4141
7848,7848
12914,12914
3483,3483
4469,4598
4469,5022
4469,4469
7672,7672
14335,14335
14335,14519
4562,4562
16249,16249
12796,12796
3698,9525
3698,15905
3698,3698
3698,8933
3698,15570
3698,15754
3698,16783
12026,12026
9375,9375
7939,7939
3032,10267
3032,16531
6301,6301
3032,12681
3032,3032
15270,15270
15270,16678
14790,14790
14786,14801
14786,14786
17003,17003
6970,6970
16452,16452
15470,15470
1333,1333
14253,15970
14253,14253
4716,4716
12037,12037
10577,10577
7685,7685
15601,15601
12644,12644
15884,15884
14673,14673
14673,15623
16221,16221
7489,7489
1786,12035
1786,1786
1786,12032
1786,9729
1786,14965
1786,14800
1786,9554
3156,3156
1786,13164
1786,9867
1786,11324
1786,12440
4520,4520
12209,12209
12209,15155
3409,3403
5193,5193
3409,3409
3409,4160
3409,8135
3672,3672
9252,12143
9252,9252
9252,13517
9252,16271
7031,7031
2841,10964
6322,6322
2841,2841
2841,3326
2841,3571
2841,3128
16343,16343
12992,12992
9079,9079
9672,9672
9672,13843
7265,7265
11304,11304
4072,4908
4072,11818
4072,14114
4072,6649
4072,4072
4072,9687
4072,5362
4072,7318
4072,5097
4072,4613
4072,14389
4072,16368
4072,15882
4072,15864
4072,15071
4072,14732
4072,11957
4072,11932
4072,11777
5234,5243
5234,5234
15083,15083
5234,5377
15013,15013
7958,3246
7958,7958
3562,3562
3562,3890
15972,15972
14920,14920
8348,8348
2526,2526
16241,16241
5924,5924
5913,5913
10962,10962
15150,15150
5266,5266
5266,13785
10975,10975
14404,16099
14404,14404
4945,4945
14404,15497
15977,15977
16370,16370
14582,14582
15077,15077
15077,16768
7954,7954
7954,15954
7954,15197
15144,15144
15144,15728
15399,15399
8432,8432
8432,12691
16577,16577
11575,11575
7808,7808
9275,17024
9275,11989
9275,13021
9275,13079
9275,14446
9275,9275
9275,13944
2854,2854
1494,7218
1494,11458
1494,9125
1494,11333
1494,11740
1494,13473
1494,6593
1494,2301
1494,9124
1494,10157
1494,12141
1494,12142
1494,12144
1494,12889
1494,13536
1494,7403
1494,7126
1494,12116
1494,5013
1494,9449
1494,6840
1494,14065
1494,9595
1494,2403
1494,1494
9297,9297
9297,9495
11221,12445
11221,11221
14758,14758
9490,9490
9490,9779
8648,8648
16684,16684
10191,10191
2510,13434
5826,12454
5826,13454
5826,14282
13244,13244
13244,13361
13244,15695
5006,5006
5826,14470
5826,16475
2510,2510
2510,13801
5826,5826
5826,10220
5826,11732
5826,2066
5826,7630
2510,14427
5826,10138
8161,8161
5367,5367
10392,15104
10392,12086
10392,10392
12313,13588
12313,12313
8427,8427
14520,14520
7790,7790
16004,15310
16004,16004
14829,14829
16004,16323
13959,14029
14980,12459
15515,15515
13959,13959
14980,14980
16480,16878
16480,16480
15771,15771
14980,16623
14980,12262
14325,14325
14325,16390
14980,15400
13959,14924
14980,9265
14980,9685
14980,6879
15984,15984
15009,15009
9148,13119
9148,9148
13353,8155
13353,10456
13353,11219
13353,8847
13353,16286
13353,9579
13353,9109
13353,15479
13353,13353
13353,7899
13353,14367
13353,9852
13353,9748
13353,11480
13353,10546
13353,7664
13353,12422
13353,12384
13353,8347
13353,11405
15867,15842
15867,11462
15867,9611
15867,15867
15867,15824
6488,16082
6488,13082
6488,6488
6488,14633
6488,13280
6488,14937
3061,3061
10053,10078
10053,7263
10053,10053
15701,15701
7352,13085
7352,7352
7407,7407
8242,8242
10649,10649
3833,13029
3833,7741
3833,8559
3833,3833
3833,12319
3833,12627
3833,15022
7405,7405
5632,6217
5632,5632
5632,5981
5632,11323
15031,15031
14460,14460
16563,16563
3218,3218
3218,4099
5437,5437
8391,10699
8391,15878
8391,16304
8391,10961
8391,11456
8391,11459
8391,8391
8391,13591
16254,16254
16681,16681
15201,15201
16884,16884
2937,2937
2937,13005
2937,14146
2937,7815
2937,9053
2937,9494
2937,5293
2937,5544
15852,15852
13563,13563
13563,14304
6323,6323
6323,14371
6323,15368
6323,7157
12720,12720
4401,7807
4401,11193
4401,4707
4401,4401
4401,4542
4401,7506
4401,9165
5614,5614
4401,15002
4401,4443
4589,5769
4589,4589
14753,15429
14753,14753
14481,14481
14621,14621
8380,8380
12103,7793
12027,12027
12103,12103
12103,13050
7916,11246
11302,11302
7916,7916
13834,14089
13834,13834
15881,15881
15881,16065
10616,15909
10616,10935
10616,16721
10616,10616
10616,11357
11060,11060
7011,7011
15517,15517
8932,8934
8932,8932
8932,12507
8932,15035
13459,13459
15188,15188
7344,7344
7516,7516
1685,16943
1685,11433
1685,10320
1685,7945
1685,7696
1685,1685
1685,4201
1685,12139
1685,3875
1685,15207
3770,3770
5726,5726
13245,13245
13245,16047
8290,8290
16327,16327
5790,5790
15065,15065
15363,15363
9674,9674
16493,16493
14248,14248
13049,13049
15937,15937
13271,13271
16642,16642
12661,13139
12661,12779
12661,12661
16113,16113
7100,7100
11820,11820
11820,13918
12990,12990
1475,12193
1475,1475
1475,15642
1475,16175
1475,6850
8862,8862
8862,8865
15024,15024
7825,7825
8512,8732
8512,8512
16543,16543
3634,3634
11203,11203
11203,16214
11203,16853
11203,16787
11203,13329
13452,13452
3774,3774
10069,10069
4540,4540
15753,15753
8208,9697
8208,8208
7527,7527
8739,8739
12075,12075
4055,4055
2059,12979
2059,12552
2059,10966
2059,10578
2059,14853
2059,2059
2059,13204
2059,10572
2038,2038
15733,15733
15420,15420
7498,7498
11265,13216
11265,11265
5474,14425
5474,5474
5474,5929
4095,4095
4068,4068
16553,16553
7123,7123
4625,16525
4625,4625
4625,12609
4625,5010
4625,11298
4625,5648
4625,5372
11663,11663
7524,7582
7524,9081
7524,7524
7524,7785
14603,14603
14603,14623
15803,15803
2635,14042
2635,13347
2635,2635
2635,9021
2635,10165
4836,4836
13251,16207
13251,13251
3028,3332
9324,9324
3003,3003
3028,3028
3028,12585
3028,4839
4514,4514
4906,4906
6582,4184
6582,1074
6582,6582
6582,7433
6582,6932
5066,5066
6785,6785
1544,13741
1544,13828
1544,15133
1544,9091
1544,16989
1544,8077
1544,9505
1544,3183
1544,6860
1544,7663
1544,11749
1544,1544
15477,15477
3647,3647
5895,5895
4079,7347
4079,4079
11408,11408
15986,15986
4079,9197
2428,4131
2428,3658
2428,10050
2428,12499
2428,12240
2428,13131
2428,12777
2428,6735
2428,7174
2428,2428
13381,13381
8608,8608
5607,5607
5607,14360
6568,6898
6568,6568
13227,13227
14895,14895
2441,2441
8875,8875
5661,5661
16407,16407
16407,16827
15606,15606
14426,14426
14426,15474
16731,16731
16607,16607
6439,13502
6439,6439
12304,12304
3152,3152
16639,16639
8328,13389
8328,8328
8328,8489
6542,6542
3643,3643
15533,15533
7509,7509
6699,6699
14554,14554
15048,15048
14376,14376
14913,15098
14913,14913
14913,16348
14913,16929
12339,12603
12339,12339
5380,5380
13385,13385
16256,16256
14777,14777
14777,15485
15832,15832
8794,8794
14456,14456
4465,4465
8621,8621
6949,6949
6949,16775
1428,12599
1428,2806
1428,3553
1428,9047
1428,1428
1428,6134
1428,16039
1428,14680
1428,13026
1428,8941
1428,9076
14503,14503
11759,11759
11230,11230
7258,7258
7450,8470
7450,7450
1076,1425
1076,12678
1076,1076
4066,4066
5829,5829
12722,12722
15992,15992
4948,10310
4948,11833
4948,4948
4948,7293
4948,6639
4948,14809
7451,7451
1198,12329
1198,1198
1198,16749
1198,2053
15190,15190
9099,9099
16358,16358
5320,5475
5320,5419
5320,5382
5320,5383
5320,5320
5320,5778
15221,15221
16334,16334
1648,1648
16439,16439
15483,15483
15749,15749
6324,7883
6324,8780
6324,6487
6324,6324
16927,16927
15061,15061
15061,15742
7385,4710
7385,7385
7385,5298
7385,8002
7385,5780
7385,10238
7385,6013
7385,4958
7385,11051
7385,5153
7385,4659
7385,6058
7385,5236
7385,5272
7385,9593
7385,4483
7385,4797
7385,5658
7385,10748
7385,9655
7385,9635
7385,8139
7385,4947
7385,4830
7385,5146
7268,7268
7268,15090
7268,8296
3781,13540
3781,7441
3781,3781
14720,14720
2580,15269
2580,2949
2580,14685
5794,7521
2580,6834
5794,15551
2580,7837
2580,4354
2580,3393
2580,2580
5794,5794
14907,14907
2580,8668
2580,9515
2580,13037
14130,14130
14410,14410
2580,7623
12097,12097
11754,15040
11754,11754
11754,14502
8874,8874
1251,1251
1251,2289
2044,2044
15276,15276
7158,7158
12884,12884
2477,3260
2477,2780
2477,8239
2477,15325
2477,16947
2477,4706
2477,2762
2477,7138
6193,6193
2477,4168
2477,16291
2477,2477
2477,7934
3451,3451
9518,11656
9518,13963
9518,9518
16121,16121
5280,5280
2916,6676
2916,9279
2916,3114
2916,10025
2916,11341
2916,12555
2916,14722
2916,7351
2916,14789
2916,2916
2916,3651
2916,14750
16898,16898
16693,16693
14651,14651
16869,16869
16216,16554
16216,16216
15781,15781
15781,3420
16053,16053
2667,2667
2667,6419
2667,5894
2667,5569
2667,5568
2667,11775
10613,10613
10613,12046
10613,10707
14986,14986
16886,16886
15170,15170
16895,16895
15231,15231
15017,15017
14473,14473
16093,16093
7519,7519
6832,6832
6832,7507
6832,7620
6832,6839
6832,11198
6832,6841
6832,7529
6832,17016
6832,10459
6832,9060
6832,7156
9043,9043
9043,15624
9043,15805
6985,7346
6985,6985
13066,13066
7656,7656
11798,11798
16664,15089
16664,16664
9332,9332
8942,8942
8942,9459
8942,14985
9160,9160
8942,10500
8632,8632
10250,10250
10250,11814
10250,13468
10250,11632
14083,14453
14286,14286
14083,14083
7228,7228
14083,16001
5626,10058
5626,13424
5626,12172
5626,5626
4694,4694
5626,12432
6016,6016
16092,16092
2015,15627
2015,12050
2015,13543
2015,15159
2015,16464
9803,9803
2015,2015
2015,7093
2015,7427
2015,11920
2015,5893
5897,5897
15780,15780
5230,5230
4962,4962
4962,10258
1801,1801
12351,12378
12351,12351
15509,15509
16527,16527
10746,10746
14409,14409
14409,16627
15782,15782
14418,14418
4481,7593
5061,5061
4481,4481
4481,6612
4666,4666
5646,5646
4481,8189
4481,15028
3737,14395
3737,3701
3737,3737
3737,13167
3737,5514
8339,8425
8339,10605
8339,8339
8339,11971
8339,10065
13789,13789
14618,14618
9789,9789
1137,1137
1137,16371
1137,7252
2450,3659
2450,7307
2450,7018
2450,10631
2450,10407
2450,2757
2450,2450
2450,14126
2450,10071
2450,12034
2450,8696
2450,8226
2450,7876
16472,16472
1153,1153
15217,15217
15886,15886
3329,12607
3329,8258
3329,16611
5530,5530
3329,16087
4412,4412
4412,4984
3329,3329
4412,6723
3329,11938
14810,14810
8606,15267
8606,8606
8606,14435
7470,7470
16825,16825
16067,16067
16162,16162
12931,12931
12931,12962
15220,15220
13203,13203
13203,14408
15371,16483
15371,15371
15433,15433
7325,7325
9677,9677
13040,13116
13040,13040
4467,4467
10105,10105
4287,4287
13327,13327
13327,15230
13327,14912
11468,11468
3172,16610
5195,5195
3172,3172
5187,5187
7019,7019
7019,6446
7019,6201
10302,10302
3172,16599
5190,5190
9022,9022
6317,6317
14827,15935
14827,16408
14827,14827
4475,4475
13825,13825
13825,14289
13298,13298
6330,6330
3229,3229
15681,15681
12937,12937
5370,9933
5370,8540
5370,5370
5370,14439
5370,11522
8030,8030
5366,5366
6597,6597
9045,9045
9206,9206
15932,15932
16793,16793
1065,1065
9348,13217
9348,14832
9348,9998
9348,9671
9348,9348
9348,9602
4899,4981
4899,5034
4899,4899
4899,4931
11426,11426
6887,6887
4700,6883
4700,6894
4700,4700
13431,13431
16040,16040
14396,14650
14396,14396
10522,10522
7960,7960
8618,8618
11055,11055
15253,15253
16219,16219
15253,17023
6925,6925
4641,4641
5433,7605
5433,7568
5325,5325
5433,11516
5433,5433
5433,6276
1297,1297
5433,6001
4545,14400
4545,4545
4545,14665
4545,16034
4545,16263
15979,15979
5312,5312
5312,15160
9020,9020
15139,15139
15139,15631
6766,6766
7001,7001
7028,7028
15900,15900
15900,16759
8660,8660
9292,10685
9292,10623
9292,9292
12579,15679
12579,14993
12579,15605
12579,12579
15957,16448
15957,16081
15957,15957
14555,14555
16203,16203
16509,16942
16841,16841
16509,16509
16913,16913
1303,14611
1303,13288
1303,3217
1303,3384
1303,6362
1303,5069
1303,1644
1303,6270
1303,2529
1303,10385
1303,1303
1303,6253
5373,5373
1303,6547
2020,2020
1303,9532
1303,14607
1303,8132
1303,14365
1303,6313
1303,9728
1303,13006
4554,5133
4554,8185
4554,7671
4554,13229
4554,5119
4554,8587
4554,4554
7525,7742
7525,11360
7525,7525
7525,7824
10996,10996
16210,16851
16210,16210
16210,16993
4413,4413
8105,8105
16521,16521
14413,14413
14413,16421
6400,6400
4982,4982
4528,4528
5756,9366
5756,8655
5756,7129
5756,5756
5756,12415
5756,2626
5756,2380
5756,16494
11393,11393
5659,5659
5130,5130
16633,16633
7458,7458
8807,8807
5148,5148
4709,13802
4709,4709
16896,16896
12890,13939
12890,13276
12890,14483
12890,13278
12890,12929
12890,12890
1157,1157
7963,7963
5300,9537
5300,6926
5300,7846
5300,11518
5300,5300
2462,6812
2462,13496
2462,15320
2462,5785
2462,2462
2462,2524
2462,16692
2462,2676
2462,4441
16209,16209
13405,14934
13405,15240
13405,13405
2320,2320
7452,13257
7452,7452
15428,16760
15428,15428
14327,14327
8444,8444
11665,11665
13001,13001
16992,9202
16992,9606
16992,14511
16992,16992
6624,6624
14575,14575
16919,16919
16142,16142
3851,14595
3851,9776
3851,13262
3851,9284
3851,16641
3851,13237
3851,10283
3851,9922
3851,6513
3851,3851
16097,16097
5483,5059
5483,5483
5483,5588
5483,5154
5093,5093
12912,12912
5172,5172
14489,14489
14925,14925
4672,16177
4672,12108
4672,11292
4672,14339
4672,12792
4672,4672
4672,9256
6045,6045
13545,13545
16299,16299
13545,15228
13545,15123
16765,16765
14653,14653
6954,6954
6955,15729
6955,6955
14085,14085
16441,16441
16687,16687
15367,16435
15367,15367
13804,13804
5972,5972
6267,6267
8620,8620
4082,9582
4082,7045
4082,12939
8539,8539
4082,4082
4082,15466
16084,16084
4915,4915
4744,4744
4744,7316
15409,15409
4140,4140
6082,12728
10229,14288
10229,14053
10229,10229
5713,5713
6082,6082
10628,10730
10628,10628
15282,15282
4563,5917
4563,4563
2092,2092
16883,16883
16423,16423
12106,12106
8604,8604
8604,13063
13106,13106
7341,7341
7341,15266
7341,9507
16843,16843
2272,11470
2272,7291
2272,11491
2272,2272
6718,6718
10570,10570
3832,3832
3832,8845
3832,10453
3832,12761
3832,12195
7682,7682
15671,15671
5919,16283
5919,5919
12362,12362
8763,8763
8465,11681
8465,8729
8465,8465
4399,4399
4399,14259
4399,8255
5584,7324
5584,5584
4399,5255
4399,16565
16916,16916
4069,4069
16118,16118
7885,7885
7359,7359
9032,9032
15034,15908
15034,15034
15034,16467
15521,15521
6383,6383
6146,6146
13126,13602
13126,13126
13126,16233
14657,14657
4484,14369
4484,9846
4484,12898
4484,4484
4484,13738
4484,9533
4484,4764
4484,7148
5935,14375
5935,14129
5935,5935
12639,12639
12048,12048
16490,16490
7380,8800
7380,9168
7380,7380
7380,12390
7380,14613
16276,16276
8616,8616
14241,12482
14241,11762
14241,14241
14241,11643
11712,14497
11712,11712
15140,15140
11939,11939
11939,12080
11939,11968
2249,2249
2348,2348
14707,14707
15132,15132
13528,13528
16584,16584
16151,16151
15917,15917
16648,16648
13942,13942
5416,5416
16772,16772
8870,8870
16265,16265
13954,13954
13954,15971
6715,6715
10645,10645
10645,12633
10645,13790
15641,15641
16997,16997
6744,6744
15129,15129
8455,8455
8455,9519
8455,11822
2052,2052
3490,3490
4880,4880
4880,4778
4880,8889
4880,6871
7659,9777
7659,7659
7659,12155
7659,12342
4245,4245
4245,13300
16375,16375
16375,16591
14469,14469
8881,12986
8881,550
8881,8881
8881,12089
15849,15849
15520,15520
3509,3509
3509,7992
3509,3794
7270,7270
7270,8395
15423,15423
11257,13786
11257,11257
11257,11770
11257,15060
15511,15511
15865,15865
8711,8711
14281,14281
1841,8895
1841,8675
1841,8528
1841,1841
15526,15526
13814,13814
4129,10292
4129,1126
4129,14718
4129,16669
4129,14891
4129,6807
4129,1266
4129,3889
4129,3256
4129,11243
4129,12566
4129,15987
4129,9903
4129,8511
4129,6433
4129,4129
9800,9800
13497,13497
16298,16298
12091,12091
15862,15862
15293,15293
5758,5758
5758,14467
15469,15469
16136,16136
10455,13798
10455,10488
10455,10455
15564,15775
15564,15564
2480,5883
2480,5245
2480,4220
2480,14150
2480,5899
2480,8469
2480,2480
2480,15620
13611,13611
2480,14869
9618,9618
2480,4820
2480,5098
2480,12636
2480,13141
2480,14066
8637,8637
4871,4871
15809,16461
15809,15809
5443,5443
14373,14373
13158,14856
13158,13158
6890,6890
5717,5717
11387,11510
11387,11387
13603,14744
13603,13603
3510,3510
3510,4190
3510,12215
3510,10214
4173,4173
4173,15786
4510,13045
4510,10169
4510,4510
16688,16688
7368,7368
13411,13411
16885,16885
15580,15580
6569,13504
6569,8219
6569,10374
6569,13365
6569,14716
6569,1431
6569,6569
6569,8918
16882,16882
12235,12235
15157,15157
13103,13103
16351,16351
11364,13464
11364,14521
11364,11419
11364,11364
4449,4449
16300,16357
16300,16700
16300,16300
8748,8748
16111,16111
4651,4651
14268,14268
14268,15899
14268,14930
15234,15234
14461,14461
4176,15519
4176,11534
4176,14896
4176,12546
4176,6148
4176,1143
4176,2650
4176,2913
4176,12977
4176,13054
4176,4176
4176,15006
4176,5995
4176,9562
4176,8183
4176,14811
4176,6028
4176,6281
4176,2385
15057,15057
15057,16275
16023,16023
15410,15410
15410,16920
11191,11191
5505,5505
16259,16259
14526,14526
14526,15534
14526,17096
16365,16365
13023,13023
13426,14080
13426,14388
13426,13555
13426,13426
16880,16880
2405,2405
16227,16227
2405,7767
5729,5729
6225,6225
2110,2110
10619,13927
10619,10619
10619,10633
2133,2133
7513,7513
16506,16506
4356,4356
4356,7966
1104,9856
1104,1104
1104,4090
1104,9889
1104,12074
1104,16336
1104,12641
1104,5254
1104,8809
1104,3417
1104,3436
7343,7343
7642,13449
7642,7831
7642,10415
7642,8214
7642,7642
7642,13281
7642,8804
14638,14638
4179,6829
4179,4179
4179,7676
6817,11559
6817,10998
6817,6817
6817,14729
1437,1437
11449,11449
11449,11523
15542,15542
15316,15316
9119,9119
16703,16703
15818,15818
15895,15895
16701,16701
1426,2263
1426,12105
13875,13875
1426,11404
1426,11451
1426,1426
1426,7353
1426,9808
8699,9744
8699,8699
8699,8707
11813,11813
11813,16663
11813,15933
11813,11551
11813,14417
5850,5850
16859,16859
7953,7953
7953,8841
14748,14748
5846,5846
16062,16062
6189,6189
2555,2555
15041,4848
15041,8684
15041,15041
15041,8074
15041,10692
15041,2749
15041,2809
5002,17009
5002,6111
5002,5002
5002,12228
5002,8819
12438,14299
12438,4213
12438,14267
12438,12438
16337,16337
14322,14322
13032,13032
13046,13046
15496,16146
15496,16557
15496,15496
15513,15904
15513,16713
15513,15513
15324,15324
12314,12314
15343,15343
9818,9818
9463,9463
15665,15665
14963,14963
6080,6080
2481,2481
7076,7076
16834,16834
10923,13125
10923,10923
4980,4980
8835,16729
8835,8835
15575,15575
15193,15193
16773,16773
15445,15445
13849,15344
13849,13849
15608,15608
15112,15112
15756,15756
15026,15026
10715,10715
10715,13179
15189,15189
10026,10026
10026,10414
9617,9617
4074,4074
12997,14771
12997,15700
12997,12997
16844,16844
6836,6836
8580,9074
8580,9778
8580,14466
8580,8580
3395,3395
8580,11506
11494,11494
5449,5449
5449,16829
5449,12540
14035,14035
3016,4646
3016,6195
3016,3312
3016,3016
3016,6229
3016,14300
3016,13508
3016,11961
3016,11580
3016,7510
6797,6797
16823,16823
9171,9171
5628,5628
16877,16877
14866,14866
7186,7186
14606,14606
4686,4686
15616,15616
10596,17092
10596,11283
10596,10596
13305,13305
4579,4579
11832,11832
9026,11736
9026,9026
9026,12067
9026,12310
3565,3565
16870,16870
16457,16457
15027,15027
7196,7196
12383,12383
14576,14576
12450,13310
11897,11897
12124,13505
12450,12450
12124,12124
12940,12940
15916,15916
4077,4077
4077,4088
14243,14243
16002,16002
14572,14572
14528,14528
12478,12478
12478,14057
3478,15675
3478,16619
3478,8591
3478,3478
4585,4585
15118,15118
15118,16391
15145,15145
15741,15741
15281,15281
13225,13225
1417,7034
4468,4468
1417,1417
1417,7032
16908,16908
16908,16998
15955,15955
15277,15277
6905,6905
15284,16318
15284,15284
15284,15462
10744,11640
10744,10744
10744,11254
3731,11260
3731,3731
3731,16434
3731,14137
3731,2973
3731,9791
3731,8474
3731,6133
3731,13507
3731,2218
3731,9780
16792,16792
12130,12130
7981,7981
13378,13378
14292,14292
14292,15587
13871,13871
5630,7055
5630,5630
5630,8131
5630,12441
5630,8191
5630,9845
5630,9959
5630,13456
5630,11401
5630,8012
5630,12983
5630,9802
5630,8556
12757,16988
12757,12757
16677,16677
11043,11043
11043,16890
11043,12470
16344,16344
16161,16161
15615,15615
2075,2075
12927,12927
16946,16946
1340,1795
1340,1340
1340,4053
1340,15359
1340,1142
14031,14031
14031,15404
16011,16011
14670,14670
15776,15776
14628,14628
12903,12903
12970,12970
16402,16402
15233,15233
15747,15747
15747,15956
5881,5881
5881,10483
12587,12587
4566,4566
667,14639
667,15851
667,4539
667,667
667,1872
667,5720
667,3784
667,8695
667,10268
667,6706
667,6791
667,6076
667,14943
667,15069
16413,16425
16413,16413
2361,11621
2361,2361
15258,15258
1749,2350
1533,1533
11096,11096
1749,1749
1749,9075
15532,15532
9134,9134
6449,6449
14112,14112
8289,8289
14451,14451
16393,16393
15634,15634
16725,16725
6290,9821
6290,6290
15857,15857
14250,14250
14577,14577
16412,16412
15456,15456
8316,8316
8316,8416
10148,16569
10148,10237
10148,14356
10148,10148
10738,11233
10738,15936
10738,11561
16808,16808
10738,10738
14419,14419
14419,16983
15537,15537
3441,3441
1965,15103
1965,13422
1965,1965
6553,6553
7413,7413
7413,9725
15919,15919
5522,5522
11190,13047
11190,11190
11190,12199
13542,13542
14366,14366
14644,14644
4665,7613
4665,13207
4665,9325
4665,4665
13399,14847
13399,13399
13399,17021
9766,9766
2503,2503
2503,14531
2503,9569
6478,6478
6478,7812
15351,15351
4960,14138
4960,14834
4960,10009
4960,7205
4960,11753
4960,4796
4960,6009
4960,9066
4960,13510
4960,10035
4960,10179
4960,4960
4960,7828
4960,7995
4960,13499
6041,6041
8733,16570
8733,11481
8733,8733
8733,10681
8733,13857
10146,10146
5525,5525
9657,9657
15745,15745
15745,16094
15745,16314
8868,8868
14493,16645
14493,14493
14493,15268
14493,16576
14493,12489
14493,17018
9371,9371
10675,11766
2680,2680
2680,3677
2680,11922
2680,12973
10675,10675
2680,2994
2680,6541
5376,7118
5376,13408
5376,5376
5376,10573
15152,15152
8424,8424
16779,16779
15097,15097
16601,16033
12336,12901
16601,16601
12336,12336
10930,15722
10930,13527
10930,10930
11047,11047
5819,11188
5819,5819
5819,14320
5819,9489
5819,5904
5819,9146
5819,1579
5819,8683
5819,12360
12251,12572
12251,12251
2944,5879
2944,12307
2944,10252
2944,6625
2944,4234
2944,2944
16309,16309
9587,9587
8130,8130
16012,16012
14596,14596
5760,5760
5760,6782
5760,11594
5760,15020
11806,11806
5760,15877
5760,12670
4178,4178
2352,2352
10680,10680
12220,12220
14295,14295
15592,15592
15578,15578
15235,15235
13967,13967
14850,14850
16470,16470
16389,16389
15528,15669
15528,15545
15528,15528
15198,15848
15198,15198
10346,10346
4936,4936
4936,7726
6098,6098
9318,9318
6895,6895
6361,6361
2321,2321
12617,12617
1201,1201
14549,14549
6471,6471
5219,5219
13290,13290
11876,11876
6036,6036
6036,9823
6036,9354
15903,15903
15210,15210
16620,16620
7086,7086
7086,8170
15186,15186
4080,4080
4349,12974
4349,4349
13547,13547
14909,14909
7429,7429
7163,7163
13177,13177
13557,13557
6392,6392
14506,14506
16785,16785
15868,15868
15019,15019
15019,15216
12182,12182
8237,8237
7504,7504
13493,13493
9813,9813
15586,17020
15586,15586
13238,13238
16328,16719
16328,16328
3303,3303
12881,12881
12539,12539
10344,10344
10093,10093
15887,15887
9159,9159
1313,10293
1313,10190
1313,12741
1313,12750
1313,16730
1313,16083
1313,16990
1313,1313
1313,6242
1313,7625
1313,8123
1313,8435
1313,8880
15147,15147
10590,10590
10590,14872
10590,12543
10590,11075
10590,11452
6938,6938
10038,10038
10038,13539
10038,15411
13180,13180
12087,12087
12087,13872
5321,5321
3035,6014
3035,2825
3035,14302
3035,13075
3035,12392
3035,12295
3035,12208
7177,7177
3035,3035
3035,3556
3035,3656
3035,4165
3035,9870
3035,8787
3035,6693
3035,15694
3035,15697
3035,15854
3035,6539
3035,16442
3035,16987
11940,11940
11805,11828
11805,11805
11805,11986
3035,16194
12955,12955
3107,15725
3107,15724
3107,3107
3107,13055
14942,15213
14942,14942
4408,4408
15913,15913
15512,15512
15512,15996
2037,2037
12740,14260
12740,15168
12740,12740
12740,13096
12740,15687
12740,13575
16468,16468
2129,2129
16342,16342
15298,15298
14420,14420
6750,7715
6750,7006
6750,6750
15997,15997
6680,6680
7552,7552
15772,15772
15561,15561
15561,16552
14957,14957
16794,16794
9944,9944
16862,16862
10693,10693
4405,14935
4405,12936
4405,15529
4405,6795
4405,4405
14283,14283
14283,15523
14283,16278
10123,10123
9231,9231
15715,15715
6494,6494
17001,17001
7649,11355
7649,7944
7649,7649
7649,10104
7649,7579
7649,14904
7649,10168
7649,11972
16839,16839
16453,16453
1979,4083
1979,1979
4603,4603
5349,5349
1979,11862
1979,9840
1979,8436
1979,6385
1979,3825
1979,16612
1979,2426
1979,16171
1979,12695
4200,15386
4200,4200
1906,1906
10811,12951
10811,11290
10811,10811
10811,10951
10452,10452
11547,14330
11547,11547
9604,9604
15172,15172
15871,15871
15263,15263
9897,11394
4735,4735
9897,9897
12735,12735
13414,13414
5517,5517
12171,12171
13062,13062
15713,15723
15713,15713
15029,15029
15645,16202
15645,15645
15645,16728
15645,17015
15645,16492
6707,6707
16778,16778
17013,17013
16466,16466
17014,17014
16614,16614
16465,16465
12413,12413
15686,15686
7835,15636
7835,8299
7835,7835
13592,13592
7497,7497
11628,11628
4116,6761
4116,15739
5363,6104
4116,15516
4116,15318
4116,15165
4116,14280
4116,13595
4116,12179
4116,13423
4116,13401
4116,12980
4116,12315
4116,6431
4116,16458
4116,9753
4116,10465
5363,5363
4116,4116
9328,9328
6811,6811
10126,7551
10126,13236
10126,10126
10126,14047
13143,13143
16128,16128
2720,3222
2720,2720
8496,8496
15748,15748
6616,13248
6616,17087
6616,6616
6616,15315
6616,13862
16957,16957
10477,14862
10477,11074
10477,10477
6855,11676
6855,14084
6855,14041
6855,15814
6855,6855
6855,6968
6855,7054
6855,8602
6855,13014
15301,15301
7434,7434
14882,14882
14815,14815
15370,15370
11256,16462
11256,11256
6051,6051
7843,7843
16806,16806
5947,5947
15265,15265
16932,16932
3092,3092
3092,3850
13951,13951
10914,10914
16148,16148
15518,15236
15518,15518
9762,9762
1243,1243
3137,3137
1455,1455
7394,11223
7394,7394
7394,16397
5116,5116
1067,3381
1067,9466
1067,6806
1067,16904
2149,2149
1067,1067
1067,7699
1067,2755
1067,2864
1067,3601
1067,5036
3772,3772
5978,5978
10557,10557
14121,16986
14121,14121
14121,15424
11418,12173
11418,11418
7657,7657
11206,12769
