"practice_id","doctor_id","practice"
6065,12749,"BANFIELD PET HOSPITAL SAN MATEO"
12593,12593,"BANFIELD SAN PEDRO"
10959,10375,"BANFIELD PET HOSPITAL SAN PEDRO #5058"
10959,11885,"BANFIELD PET HOSPITAL SAN PEDRO #5058"
9540,10172,"BANFIELD PET HOSPITAL SANTA ANA #0097"
10263,10263,"BANFIELD SANTA CRUZ"
9630,10226,"BANFIELD PET HOSPITAL SANTA CRUZ #0073"
9630,12502,"BANFIELD PET HOSPITAL SANTA CRUZ #0073"
9161,12073,"BANFIELD PET HOSPITAL SANTA ROSA"
9161,11278,"BANFIELD PET HOSPITAL SANTA ROSA"
9161,11641,"BANFIELD PET HOSPITAL SANTA ROSA"
10147,12114,"BANFIELD PET HOSPITAL SEAL BEACH #2267"
10037,10710,"BANFIELD PET HOSPITAL SIGNAL HILL"
10037,14118,"BANFIELD PET HOSPITAL SIGNAL HILL"
10037,12795,"BANFIELD PET HOSPITAL SIGNAL HILL"
10037,5736,"BANFIELD PET HOSPITAL SIGNAL HILL"
10037,10408,"BANFIELD PET HOSPITAL SIGNAL HILL"
8369,10261,"BANFIELD ALMADEN PET HOSPITAL"
10424,13175,"BANFIELD PET HOSPITAL STEVENSON RANCH #0100"
10315,13296,"BANFIELD PET HOSPITAL STOCKTON #1188"
10315,11562,"BANFIELD PET HOSPITAL STOCKTON #1188"
11542,6579,"BANFIELD PET HOSPITAL SUNNYVALE #1456"
6067,6067,"BANFIELD SUNNYVALE"
15820,15820,"BANFIELD SUPERIOR COLORADO #1015"
16302,16556,"BANFIELD PET HOSPITAL TEMPE"
3310,3310,"BANFIELD THE PET HOSP #0063"
3310,3787,"BANFIELD THE PET HOSP #0063"
3310,3728,"BANFIELD THE PET HOSP #0063"
9526,13929,"BANFIELD PET HOSPITAL TUSTIN"
2802,2802,"BANFIELD THE PET HOSPITAL"
4089,4089,"BANFIELD THE PET HOSPITAL"
4089,4187,"BANFIELD THE PET HOSPITAL"
6768,6768,"BANFIELD THE PET HOSPITAL OF SAN LEANDRO"
7878,7878,"BANFIELD THE PET HOSPITAL SAN LEANDRO"
11758,12065,"BANFIELD PET HOSPITAL #1311"
10432,9962,"BANFIELD PET HOSPITAL TORRANCE #0101"
10432,12659,"BANFIELD PET HOSPITAL TORRANCE #0101"
10446,12509,"BANFIELD PET HOSPITAL TRACY #1164"
10446,12162,"BANFIELD PET HOSPITAL TRACY #1164"
10446,13566,"BANFIELD PET HOSPITAL TRACY #1164"
10446,9947,"BANFIELD PET HOSPITAL TRACY #1164"
16797,16352,"BANFIELD PET HOSPITAL TUCSON"
13155,13155,"BANFIELD TUSTIN"
9453,9988,"BANFIELD PET HOSPITAL TUSTIN"
9453,12178,"BANFIELD PET HOSPITAL TUSTIN"
9526,12423,"BANFIELD PET HOSPITAL TUSTIN"
10626,12729,"BANFIELD PET HOSPITAL UPLAND #1142"
11694,11694,"BANFIELD UPLAND"
10203,10041,"BANFIELD PET HOSPITAL UPLAND TOWN SQUARE"
10404,10498,"BANFIELD PET HOSPITAL VACAVILLE #1419"
10404,16694,"BANFIELD PET HOSPITAL VACAVILLE #1419"
10404,12186,"BANFIELD PET HOSPITAL VACAVILLE #1419"
10404,13178,"BANFIELD PET HOSPITAL VACAVILLE #1419"
11220,4185,"BANFIELD PET HOSPITAL LA JOLLA #115"
9976,9976,"BANFIELD VICTORVILLE"
1619,12500,"BANFIELD PET HOSPITAL WALNUT CREEK"
9820,9820,"BANFIELD-WESTERN U"
10335,11848,"BANFIELD PET HOSPITAL WHITTIER #1566"
10335,13019,"BANFIELD PET HOSPITAL WHITTIER #1566"
6524,10269,"BANFIELD PET HOSPITAL"
16416,16978,"BANNING VETERINARY HOSPITAL"
16416,16416,"BANNING VETERINARY HOSPITAL"
15443,15443,"BARNES VETERINARY SERVICES"
11554,6059,"BARNEY AND RUSSUM ANIMAL HOSPITAL"
11554,7717,"BARNEY AND RUSSUM ANIMAL HOSPITAL"
11554,12548,"BARNEY AND RUSSUM ANIMAL HOSPITAL"
11554,11945,"BARNEY AND RUSSUM ANIMAL HOSPITAL"
11554,10492,"BARNEY AND RUSSUM ANIMAL HOSPITAL"
11554,9260,"BARNEY AND RUSSUM ANIMAL HOSPITAL"
11554,7554,"BARNEY AND RUSSUM ANIMAL HOSPITAL"
11554,6364,"BARNEY AND RUSSUM ANIMAL HOSPITAL"
11554,12724,"BARNEY AND RUSSUM ANIMAL HOSPITAL"
11554,11554,"BARNEY AND RUSSUM ANIMAL HOSPITAL"
11554,2980,"BARNEY AND RUSSUM ANIMAL HOSPITAL"
11554,11630,"BARNEY AND RUSSUM ANIMAL HOSPITAL"
11554,3550,"BARNEY AND RUSSUM ANIMAL HOSPITAL"
11554,2581,"BARNEY AND RUSSUM ANIMAL HOSPITAL"
11554,14311,"BARNEY AND RUSSUM ANIMAL HOSPITAL"
4205,4205,"BARRYESSA VETERINARY SERVICES"
8485,12250,"NEW ANIMAL HOSPITAL"
7473,7473,"BASELINE ANIMAL HOSPITAL"
16240,16240,"BATTIER'S VETERINARY CLINIC"
5417,5510,"VCA BAY AREA VERTERINARY SPECIALIST AND EMERGENCY HOSPITAL"
1577,1577,"BAVS"
4469,5022,"BAY AREA VET SPECITALISTS"
5973,5973,"BAY ANIMAL HOSPITAL"
5946,5946,"BAY ANIMAL HOSPITAL"
5973,15421,"BAY ANIMAL HOSPITAL"
5973,10567,"BAY ANIMAL HOSPITAL"
10764,10764,"BAY AREA ANIMAL ACUPUNCTURE"
15374,15374,"BAY AREA ANIMAL EYE CARE"
4141,4141,"BAY AREA BIRD HOSPITAL"
4141,6280,"BAY AREA BIRD HOSPITAL"
7848,7848,"BAY AREA HOUSE CALLS"
12914,12914,"BAY AREA PET HOSPITAL"
5417,4235,"VCA BAY AREA VERTERINARY SPECIALIST AND EMERGENCY HOSPITAL"
3483,3483,"BAY AREA VETERINARY SPEC"
5417,1495,"VCA BAY AREA VERTERINARY SPECIALIST AND EMERGENCY HOSPITAL"
5417,4193,"VCA BAY AREA VERTERINARY SPECIALIST AND EMERGENCY HOSPITAL"
5417,2600,"VCA BAY AREA VERTERINARY SPECIALIST AND EMERGENCY HOSPITAL"
5417,3665,"VCA BAY AREA VERTERINARY SPECIALIST AND EMERGENCY HOSPITAL"
5417,10370,"VCA BAY AREA VERTERINARY SPECIALIST AND EMERGENCY HOSPITAL"
5417,4590,"VCA BAY AREA VERTERINARY SPECIALIST AND EMERGENCY HOSPITAL"
5417,3280,"VCA BAY AREA VERTERINARY SPECIALIST AND EMERGENCY HOSPITAL"
4469,4469,"BAY AREA VET SPECITALISTS"
7672,7672,"BAY CITIES ANIMAL HOSPITAL"
14335,14335,"BAY CITIES PET HOSPITAL"
14335,14519,"BAY CITIES PET HOSPITAL"
4562,4562,"BAY EQUINE VET PRACTICE"
16249,16249,"BAYSHORE ANIMAL HOSPITAL & AVIAN PRACTICE"
12796,12796,"BAYSHORE ANIMAL HOSPITAL MI"
3698,15905,"BAYSIDE ANIMAL HOSPITAL"
3698,3698,"BAYSIDE ANIMAL HOSPITAL"
3698,8933,"BAYSIDE ANIMAL HOSPITAL"
3698,9525,"BAYSIDE ANIMAL HOSPITAL"
3698,15570,"BAYSIDE ANIMAL HOSPITAL"
3698,15754,"BAYSIDE ANIMAL HOSPITAL"
3698,16783,"BAYSIDE ANIMAL HOSPITAL"
12026,12026,"BAYSIDE VETERINARY HOSPITAL"
9375,9375,"BAYSIDE VETERINARY HOSPITAL"
3032,16531,"BAYSIDE VET HOSPITAL"
6301,6301,"BAYSIDE VET HOSPITAL"
3032,12681,"BAYSIDE VET HOSPITAL"
3032,3032,"BAYSIDE VET HOSPITAL"
7939,7939,"BAYSIDE VET HOSPITAL"
3032,10267,"BAYSIDE VET HOSPITAL"
15270,16678,"BEACH CITY ANIMAL HOSPITAL"
15270,15270,"BEACH CITY ANIMAL HOSPITAL"
14790,14790,"BEACH-GARFIELD VETERINARY HOSPITAL"
14786,14786,"BEACH VETERINARY HOSPITAL"
17003,17003,"BEACHWOOD ANIMAL CLINIC"
9098,13794,"VET ORTHOPEDIC AND SURGERY SERVICE"
9098,15607,"VET ORTHOPEDIC AND SURGERY SERVICE"
9098,10386,"VET ORTHOPEDIC AND SURGERY SERVICE"
9098,11811,"VET ORTHOPEDIC AND SURGERY SERVICE"
9098,14967,"VET ORTHOPEDIC AND SURGERY SERVICE"
6970,6970,"BEAR CITY ANIMAL HOSPITAL"
16452,16452,"BEAR CREEK VETERINARY HOSPITAL"
15470,15470,"BEAR LAKE VETERINARY CLINIC"
1333,1333,"BEAR PEN CANYON VET CLINIC"
14253,14253,"BEAR RIVER MOBILE VET"
14253,15970,"BEAR RIVER MOBILE VET"
4716,4716,"BEAR RIVER VET CLINIC"
12037,12037,"BEAR VALLEY ANIMAL HOSPITAL"
10577,10577,"BEAR VALLEY ANIMAL HOSPITAL"
7685,7685,"BEAUMONT ANIMAL HOSPITAL"
15601,15601,"BEAVER MEADOW VETERINARY CLINIC"
12644,12644,"BEECHWOLD VET HOSPITAL"
15884,15884,"BEE RIDGE VETERINARY CLINIC"
14673,15623,"BELCARO ANIMAL HOSPITAL"
14673,14673,"BELCARO ANIMAL HOSPITAL"
16221,16221,"BELCHER ANIMAL CLINIC"
7489,7489,"BELLWOOD ANIMAL HOSPITAL"
1786,11324,"BEL MARIN ANIMAL HOSPITAL"
1786,9867,"BEL MARIN ANIMAL HOSPITAL"
1786,14965,"BEL MARIN ANIMAL HOSPITAL"
4520,4520,"BEL MARIN ANIMAL HOSPITAL"
1786,14800,"BEL MARIN ANIMAL HOSPITAL"
1786,9554,"BEL MARIN ANIMAL HOSPITAL"
3156,3156,"BEL MARIN ANIMAL HOSPITAL"
1786,13164,"BEL MARIN ANIMAL HOSPITAL"
1786,12440,"BEL MARIN ANIMAL HOSPITAL"
1786,12035,"BEL MARIN ANIMAL HOSPITAL"
1786,1786,"BEL MARIN ANIMAL HOSPITAL"
1786,12032,"BEL MARIN ANIMAL HOSPITAL"
1786,9729,"BEL MARIN ANIMAL HOSPITAL"
12209,12209,"BELMONT HEIGHTS ANIMAL HOSPITAL"
12209,15155,"BELMONT HEIGHTS ANIMAL HOSPITAL"
5193,5193,"BELMONT PET HOSPITAL"
3409,3409,"BELMONT PET HOSPITAL"
3409,4160,"BELMONT PET HOSPITAL"
3409,8135,"BELMONT PET HOSPITAL"
3409,3403,"BELMONT PET HOSPITAL"
3672,3672,"BELMONT PET HOSPITAL"
9252,12143,"BELMONT SHORE VET HOSPITAL"
9252,16271,"BELMONT SHORE VET HOSPITAL"
9252,13517,"BELMONT SHORE VET HOSPITAL"
9252,9252,"BELMONT SHORE VET HOSPITAL"
7031,7031,"BELOVED PET MOBILE VET"
2841,3128,"BENICIA CAT CLINIC"
2841,3571,"BENICIA CAT CLINIC"
2841,3326,"BENICIA CAT CLINIC"
2841,2841,"BENICIA CAT CLINIC"
6322,6322,"BENICIA CAT CLINIC"
16343,16343,"BERGEN VETERINARY HOSPITAL"
12992,12992,"BERGLUND ANIMAL HOSPITAL"
9079,9079,"BE RIGHT THERE MOBILE VET"
9672,13843,"BERKELEY ANIMAL CARE SERVICES"
9672,9672,"BERKELEY ANIMAL CARE SERVICES"
4072,11818,"BERKELEY DOG AND CAT HOSPIAL"
5234,5377,"BERKELEY DOG AND CAT HOSPITAL"
4072,14114,"BERKELEY DOG AND CAT HOSPIAL"
11304,11304,"BERKELEY DOG AND CAT"
7265,7265,"BERKELEY DOG AND CAT"
4072,6649,"BERKELEY DOG AND CAT HOSPIAL"
4072,4072,"BERKELEY DOG AND CAT HOSPIAL"
5234,5234,"BERKELEY DOG AND CAT HOSPITAL"
15083,15083,"BERKELEY DOG AND CAT HOSPITAL"
4072,9687,"BERKELEY DOG AND CAT HOSPIAL"
4072,5362,"BERKELEY DOG AND CAT HOSPIAL"
4072,7318,"BERKELEY DOG AND CAT HOSPIAL"
4072,5097,"BERKELEY DOG AND CAT HOSPIAL"
5234,5243,"BERKELEY DOG AND CAT HOSPITAL"
4072,4908,"BERKELEY DOG AND CAT HOSPIAL"
4072,4613,"BERKELEY DOG AND CAT HOSPIAL"
4072,14389,"BERKELEY DOG AND CAT HOSPIAL"
15013,15013,"BERKELEY DOG & CAT HOSPITAL"
4072,16368,"BERKELEY DOG AND CAT HOSPIAL"
4072,15882,"BERKELEY DOG AND CAT HOSPIAL"
4072,15864,"BERKELEY DOG AND CAT HOSPIAL"
4072,15071,"BERKELEY DOG AND CAT HOSPIAL"
4072,14732,"BERKELEY DOG AND CAT HOSPIAL"
4072,11957,"BERKELEY DOG AND CAT HOSPIAL"
4072,11932,"BERKELEY DOG AND CAT HOSPIAL"
4072,11777,"BERKELEY DOG AND CAT HOSPIAL"
3562,3562,"BERKELEY/EAST BAY HUMANE"
3562,3890,"BERKELEY/EAST BAY HUMANE"
7958,3246,"BERKELEY EAST BAY HUMANE"
15972,15972,"BERKELEY FELINE VET"
14920,14920,"BERKELEY HEIGHTS ANIMAL HOSPITAL"
8348,8348,"BERKELEY HOUSE CALLS"
7958,7958,"BERKELEY EAST BAY HUMANE"
2526,2526,"BERKELEY HUMANE SOCIETY"
16241,16241,"BERKLEY PET HOSPITAL"
5924,5924,"BER MAR PET HOSPITAL"
5913,5913,"BERMAR PET HOSPITAL"
10962,10962,"BERNARDO HEIGHTS VETERINARY HOSPITAL"
15150,15150,"BEST CARE PET CLINIC"
5266,13785,"BEST FRIENDS ANIMAL CLINIC"
5266,5266,"BEST FRIENDS ANIMAL CLINIC"
2910,14808,"PET'S FRIEND ANIMAL CLINIC"
10975,10975,"BEST FRIENDS ANIMAL DENTISTRY"
4945,4945,"BEST FRIENDS ANIMAL HOSPITAL"
14404,15497,"BEST FRIENDS ANIMAL HOSPITAL"
15977,15977,"BEST FRIENDS ANIMAL HOSPITAL"
14404,14404,"BEST FRIENDS ANIMAL HOSPITAL"
14404,16099,"BEST FRIENDS ANIMAL HOSPITAL"
16370,16370,"BEST FRIENDS PET HOSPITAL"
14582,14582,"BEST FRIENDS VETERINARY CARE"
15077,16768,"BEST FRIENDS VETERINARY HOSPITAL"
15077,15077,"BEST FRIENDS VETERINARY HOSPITAL"
7954,15954,"BEVERLY HILLS SMALL ANIMAL HOSPITAL"
7954,7954,"BEVERLY HILLS SMALL ANIMAL HOSPITAL"
7954,15197,"BEVERLY HILLS SMALL ANIMAL HOSPITAL"
15144,15728,"BEVERLY OAKS ANIMAL HOSPITAL"
15144,15144,"BEVERLY OAKS ANIMAL HOSPITAL"
15399,15399,"BEVERLY PET CLINIC"
8432,12691,"BEVERLY ROBERTSON VET CLINIC"
8432,8432,"BEVERLY ROBERTSON VET CLINIC"
16577,16577,"BIG PAWS ANIMAL HOSPITAL"
11575,11575,"BIG TUJUNGA VET HOSPITAL"
9275,11989,"BIRDS AND PET CLINIC"
9275,13021,"BIRDS AND PET CLINIC"
9275,13079,"BIRDS AND PET CLINIC"
9275,14446,"BIRDS AND PET CLINIC"
7808,7808,"BIRD ROCK ANIMAL CLINIC"
9275,9275,"BIRDS AND PET CLINIC"
9275,17024,"BIRDS AND PET CLINIC"
1494,11458,"BISHOP RANCH VET HOSPTIAL"
1494,9125,"BISHOP RANCH VET HOSPTIAL"
1494,11333,"BISHOP RANCH VET HOSPTIAL"
1494,11740,"BISHOP RANCH VET HOSPTIAL"
1494,13473,"BISHOP RANCH VET HOSPTIAL"
1494,6593,"BISHOP RANCH VET HOSPTIAL"
1494,2301,"BISHOP RANCH VET HOSPTIAL"
1494,9124,"BISHOP RANCH VET HOSPTIAL"
1494,10157,"BISHOP RANCH VET HOSPTIAL"
1494,12141,"BISHOP RANCH VET HOSPTIAL"
1494,12142,"BISHOP RANCH VET HOSPTIAL"
1494,12144,"BISHOP RANCH VET HOSPTIAL"
1494,12889,"BISHOP RANCH VET HOSPTIAL"
1494,13536,"BISHOP RANCH VET HOSPTIAL"
1494,7218,"BISHOP RANCH VET HOSPTIAL"
1494,7403,"BISHOP RANCH VET HOSPTIAL"
1494,7126,"BISHOP RANCH VET HOSPTIAL"
1494,12116,"BISHOP RANCH VET HOSPTIAL"
1494,5013,"BISHOP RANCH VET HOSPTIAL"
1494,9449,"BISHOP RANCH VET HOSPTIAL"
1494,6840,"BISHOP RANCH VET HOSPTIAL"
1494,14065,"BISHOP RANCH VET HOSPTIAL"
1494,9595,"BISHOP RANCH VET HOSPTIAL"
2854,2854,"BISHOP RANCH VETERINARY IN SAN RAMON"
1494,2403,"BISHOP RANCH VET HOSPTIAL"
1494,1494,"BISHOP RANCH VET HOSPTIAL"
9297,9495,"BISHOP VET HOSPITAL"
9297,9297,"BISHOP VET HOSPITAL"
11221,12445,"BIXBY ANIMAL CLINIC"
11221,11221,"BIXBY ANIMAL CLINIC"
14758,14758,"BLACKHAWK VETERINARY HOSPITAL"
9490,9779,"BLACK OAK ANIMAL HOSPITAL"
9490,9490,"BLACK OAK ANIMAL HOSPITAL"
8648,8648,"BLOOMFIELD ANIMAL HOSPITAL"
16684,16684,"BLOOM PLAZA ANIMAL HOSPITAL"
10191,10191,"BLUE CROSS ANIMAL HOSPITAL MONTCLAIR"
5826,10138,"BLUE CROSS PET HOSPITAL"
8161,8161,"BLUE CROSS PET HOSPITAL"
5826,13454,"BLUE CROSS PET HOSPITAL"
5826,14282,"BLUE CROSS PET HOSPITAL"
13244,13244,"BLUE CROSS PET HOSPITAL"
13244,13361,"BLUE CROSS PET HOSPITAL"
13244,15695,"BLUE CROSS PET HOSPITAL"
5006,5006,"BLUE CROSS PET HOSPITAL"
5826,14470,"BLUE CROSS PET HOSPITAL"
5826,16475,"BLUE CROSS PET HOSPITAL"
2510,2510,"BLUE CROSS PET HOSPITAL"
2510,13801,"BLUE CROSS PET HOSPITAL"
5826,5826,"BLUE CROSS PET HOSPITAL"
5826,10220,"BLUE CROSS PET HOSPITAL"
2510,13434,"BLUE CROSS PET HOSPITAL"
5826,11732,"BLUE CROSS PET HOSPITAL"
5826,12454,"BLUE CROSS PET HOSPITAL"
2510,14427,"BLUE CROSS PET HOSPITAL"
5826,7630,"BLUE CROSS PET HOSPITAL"
5826,2066,"BLUE CROSS PET HOSPITAL"
5367,5367,"BLUE CROSS VET CLINIC"
10392,15104,"BLUE LAKE ANIMAL CARE CENTER"
10392,12086,"BLUE LAKE ANIMAL CARE CENTER"
10392,10392,"BLUE LAKE ANIMAL CARE CENTER"
12313,12313,"BLUE OAKS VET CLINIC"
12313,13588,"BLUE OAKS VET CLINIC"
8427,8427,"BLUE OAK VET HOSPITAL"
14520,14520,"BLUE PEARL HOSPITAL"
7790,7790,"BLUE PEARL/NORCAL VET HOSPITAL"
15515,15515,"BLUEPEARL PET HOSPITAL"
14829,14829,"BLUE PEARL PET HOSPITAL"
13959,13959,"BLUEPEARL PET HOSPITAL"
13353,9109,"BLUEPEARL SPECIALTY AND EMERGENCY PET HOSPITAL"
14980,14980,"BLUEPEARL PET HOSPITAL"
16480,16878,"BLUEPEARL PET HOSPITAL"
16480,16480,"BLUEPEARL PET HOSPITAL"
15771,15771,"BLUEPEARL PET HOSPITAL"
14980,16623,"BLUEPEARL PET HOSPITAL"
13959,14029,"BLUEPEARL PET HOSPITAL"
14325,14325,"BLUEPEARL PET HOSPITAL"
16004,16004,"BLUE PEARL PET HOSPITAL"
14325,16390,"BLUEPEARL PET HOSPITAL"
13353,16286,"BLUEPEARL SPECIALTY AND EMERGENCY PET HOSPITAL"
14980,15400,"BLUEPEARL PET HOSPITAL"
15984,15984,"BLUEPEARL PET HOSPITAL – NAPLES, FL"
15009,15009,"BLUEPEARL PET HOSPITAL TACOMA"
13959,14924,"BLUEPEARL PET HOSPITAL"
9148,13119,"BLUE PEARL SPECIALTY AND EMERGENCY MEDICINE FOR PETS"
9148,9148,"BLUE PEARL SPECIALTY AND EMERGENCY MEDICINE FOR PETS"
13353,13353,"BLUEPEARL SPECIALTY AND EMERGENCY PET HOSPITAL"
13353,7899,"BLUEPEARL SPECIALTY AND EMERGENCY PET HOSPITAL"
13353,14367,"BLUEPEARL SPECIALTY AND EMERGENCY PET HOSPITAL"
15867,15867,"BLUEPEARL VET- PET SPECIALISTS OF MONTEREY"
6488,13082,"BLUE RAVINE ANIMAL HOSPITAL"
6488,16082,"BLUE RAVINE ANIMAL HOSPITAL"
6488,6488,"BLUE RAVINE ANIMAL HOSPITAL"
6488,14633,"BLUE RAVINE ANIMAL HOSPITAL"
6488,13280,"BLUE RAVINE ANIMAL HOSPITAL"
6488,14937,"BLUE RAVINE ANIMAL HOSPITAL"
3061,3061,"BLUE SKY VETERINARY HOSP"
10053,10053,"BLUE SPARROW HOLISTIC VET HOUSE CALLS"
10053,7263,"BLUE SPARROW HOLISTIC VET HOUSE CALLS"
15701,15701,"BLUFFS ANIMAL HOSPITAL"
7352,7352,"BODEGA BAY VET HOSPITAL"
7352,13085,"BODEGA BAY VET HOSPITAL"
7407,7407,"BODHI ANIMAL HOSPITAL"
8242,8242,"BODHI VET CLINIC AND ANIMAL HOSPITAL"
10649,10649,"BOHDI ANIMAL"
3833,3833,"BOLLINGER CANYON ANIMAL HOSP"
3833,12319,"BOLLINGER CANYON ANIMAL HOSP"
3833,12627,"BOLLINGER CANYON ANIMAL HOSP"
3833,15022,"BOLLINGER CANYON ANIMAL HOSP"
3833,7741,"BOLLINGER CANYON ANIMAL HOSP"
3833,8559,"BOLLINGER CANYON ANIMAL HOSP"
3833,13029,"BOLLINGER CANYON ANIMAL HOSP"
7405,7405,"BONITA PET CARE"
5632,6217,"BOULDER CREEK VET CLINIC"
5632,5632,"BOULDER CREEK VET CLINIC"
5632,5981,"BOULDER CREEK VET CLINIC"
5632,11323,"BOULDER CREEK VET CLINIC"
15031,15031,"BOULDER ROAD VETERINARY SPECIALISTS"
14460,14460,"BOULDER'S NATURAL ANIMAL HOSPITAL"
16563,16563,"BOULEVARD ANIMAL CLINC"
5437,5437,"BOULEVARD PET HOSPITAL"
3218,4099,"BOULEVARD PET HOSPITAL"
3218,3218,"BOULEVARD PET HOSPITAL"
8391,16304,"BOULEVARD VET HOSPITAL"
8391,10699,"BOULEVARD VET HOSPITAL"
8391,13591,"BOULEVARD VET HOSPITAL"
8391,15878,"BOULEVARD VET HOSPITAL"
8391,10961,"BOULEVARD VET HOSPITAL"
8391,11456,"BOULEVARD VET HOSPITAL"
8391,11459,"BOULEVARD VET HOSPITAL"
8391,8391,"BOULEVARD VET HOSPITAL"
16254,16254,"BOYETTE ANIMAL HOSPITAL"
16681,16681,"BRADEN RIVER ANIMAL HOSPITAL"
15201,15201,"BRADFORD PARK VETERINARY HOSPITAL"
16884,16884,"BRAINTREE VETERINARY CARE"
2937,7815,"BRANDNER VET HOSPITAL**EMAIL ONLY**"
2937,14146,"BRANDNER VET HOSPITAL**EMAIL ONLY**"
2937,13005,"BRANDNER VET HOSPITAL**EMAIL ONLY**"
2937,2937,"BRANDNER VET HOSPITAL**EMAIL ONLY**"
2937,5293,"BRANDNER VET HOSPITAL**EMAIL ONLY**"
2937,9494,"BRANDNER VET HOSPITAL**EMAIL ONLY**"
2937,5544,"BRANDNER VET HOSPITAL**EMAIL ONLY**"
2937,9053,"BRANDNER VET HOSPITAL**EMAIL ONLY**"
15852,15852,"BRANDT VETERINARY CLINIC"
15517,15517,"BROADVIEW ANIMAL CLINIC"
1685,15207,"BROADWAY PET HOSPITAL"
8934,8932,"BROADWAY ANIMAL HOSPITAL"
8934,15035,"BROADWAY ANIMAL HOSPITAL"
8934,8934,"BROADWAY ANIMAL HOSPITAL"
8934,12507,"BROADWAY ANIMAL HOSPITAL"
13459,13459,"BROADWAY ANMAL HOSPITAL"
15188,15188,"BROADWAY CAT HOSPITAL"
7516,7516,"BROADWAY PET CLINIC"
7344,7344,"BROADWAY PET CLINIC"
3770,3770,"BROADWAY PET HOSPITAL"
5726,5726,"BROADWAY PET HOSPITAL"
1685,16943,"BROADWAY PET HOSPITAL"
1685,11433,"BROADWAY PET HOSPITAL"
1685,10320,"BROADWAY PET HOSPITAL"
1685,7945,"BROADWAY PET HOSPITAL"
1685,7696,"BROADWAY PET HOSPITAL"
1685,1685,"BROADWAY PET HOSPITAL"
13245,16047,"BROADWAY VET HOSPITAL SACRAMENTO"
1685,12139,"BROADWAY PET HOSPITAL"
3024,6081,"ALTA MIRA VET HOSPITAL"
1685,3875,"BROADWAY PET HOSPITAL"
3024,7569,"ALTA MIRA VET HOSPITAL"
13245,13245,"BROADWAY VET HOSPITAL SACRAMENTO"
8290,8290,"BROADWAY VET SERVICES"
13563,14304,"BREA VET HOSPITAL"
13563,13563,"BREA VET HOSPITAL"
6323,15368,"BRENTWOOD FAMILY PET CARE"
6323,7157,"BRENTWOOD FAMILY PET CARE"
6323,6323,"BRENTWOOD FAMILY PET CARE"
6323,14371,"BRENTWOOD FAMILY PET CARE"
12720,12720,"BRENTWOOD FAMILY VET CARE"
4401,9165,"BRENTWOOD VET HOSPITAL"
4401,7506,"BRENTWOOD VET HOSPITAL"
4401,4542,"BRENTWOOD VET HOSPITAL"
4401,4401,"BRENTWOOD VET HOSPITAL"
4401,4707,"BRENTWOOD VET HOSPITAL"
4401,11193,"BRENTWOOD VET HOSPITAL"
4401,7807,"BRENTWOOD VET HOSPITAL"
4401,4443,"BRENTWOOD VET HOSPITAL"
5614,5614,"BRENTWOOD VET HOSPITAL"
4401,15002,"BRENTWOOD VET HOSPITAL"
4589,5769,"BRESSI RANCH PET HOSPITAL"
4589,4589,"BRESSI RANCH PET HOSPITAL"
14753,15429,"BRICKYARD ANIMAL HOSPITAL"
14753,14753,"BRICKYARD ANIMAL HOSPITAL"
14481,14481,"BRIDGE ANIMAL REFERRAL CENTER"
14621,14621,"BRIDGE PARK ANIMAL HOSPITAL"
8380,8380,"BRIDGE VETERINAR SERVICES"
11302,11302,"BRIDGE VET SERVICES"
7916,11246,"BRIDGE VET SERVICES"
12103,13050,"BRIDGE VET SERVICES"
12103,12103,"BRIDGE VET SERVICES"
12027,12027,"BRIDGE VET SERVICES"
7916,7916,"BRIDGE VET SERVICES"
13834,13834,"BRIGHT EYES & BUSHY TAILS"
13834,14089,"BRIGHT EYES & BUSHY TAILS"
15881,16065,"BRIGHTON EGGERT ANIMAL CLINIC AND PET RESORT"
15881,15881,"BRIGHTON EGGERT ANIMAL CLINIC AND PET RESORT"
10616,10935,"BRIGHTON GREEN VET"
10616,15909,"BRIGHTON GREEN VET"
10616,11357,"BRIGHTON GREEN VET"
10616,16721,"BRIGHTON GREEN VET"
10616,10616,"BRIGHTON GREEN VET"
11060,11060,"BRISTOL ANIMAL HOSPITAL"
7011,7011,"BRISTOL MEMORY ANIMAL CLINIC"
16327,16327,"BROCKPORT ANIMAL HOSPITAL"
5790,5790,"BROOKHURST ANIMAL HOSPITAL"
15065,15065,"BROOKLYN ROOTS VETERINARY HOSPITAL"
15363,15363,"BROOKLYN VETERINARY GROUP"
9674,9674,"BROOMFIELD MEADOWS"
16493,16493,"BROWARD VETERINARY SPECIALISTS"
14248,14248,"BROWNS POINT VETERINARY CLINIC"
13049,13049,"BRUCE FELVMANN HOUSE CALLS"
15937,15937,"BRUCEVILLE PET HOSPITAL"
13271,13271,"BRUNSWICK VET CLINIC"
16642,16642,"B STREET VETERINARY HOSPITAL"
12661,13139,"BUELLTON VET CLINIC"
12661,12779,"BUELLTON VET CLINIC"
12661,12661,"BUELLTON VET CLINIC"
16113,16113,"BUENA VETERINARY HOSPITAL"
7100,7100,"BUENA VISTA PET CLINIC"
11820,11820,"BURBANK PET HOSPITAL"
11820,13918,"BURBANK PET HOSPITAL"
12990,12990,"BURBANK VETERINARY CENTER"
1475,16175,"BURLINGAME FAMILY PET HOSPITAL"
