practice_id,doctor_id
1657,1657
1830,1830
2707,2707
1832,1832
1836,1836
1837,1837
1838,1838
1839,1839
4543,4543
4768,4768
10254,10254
11274,11274
1840,1840
4429,4429
4250,4250
3402,3402
1841,1841
8895,8895
8528,8528
8675,8675
1842,1842
1844,1844
1845,1845
2205,2205
1848,1848
1849,1849
1850,1850
1852,1852
1851,1851
13147,13147
1853,1853
3683,3683
6544,6544
12371,12371
4339,4339
10558,10558
10022,10022
1854,1854
13721,13721
12565,12565
8235,8235
14500,14500
4776,4776
11489,11489
16613,16613
1855,1855
1856,1856
1857,1857
2131,2131
1859,1859
1860,1860
8609,8609
1861,1861
2950,2950
1865,1865
1866,1866
1867,1867
1870,1870
1871,1871
1876,1876
1877,1877
1878,1878
1879,1879
1880,1880
3086,3086
4152,4152
3291,3291
3321,3321
3708,3708
4139,4139
3820,3820
4167,4167
7737,7737
2499,2499
1882,1882
2343,2343
2172,2172
1884,1884
1886,1886
1888,1888
1887,1887
1889,1889
1892,1892
1893,1893
7753,7753
1895,1895
12667,12667
1896,1896
1897,1897
1898,1898
1899,1899
1900,1900
10096,10096
1901,1901
1902,1902
1903,1903
1904,1904
1905,1905
1907,1907
1908,1908
14338,14338
1909,1909
1910,1910
10084,10084
12541,12541
15573,15573
8302,8302
8062,8062
7716,7716
7665,7665
7517,7517
6554,6554
12791,12791
12453,12453
12402,12402
12070,12070
7670,7670
1911,1911
1914,1914
2282,2282
1917,1917
2550,2550
1918,1918
2293,2293
2311,2311
3187,3187
1920,1920
1923,1923
2411,2411
3477,3477
1924,1924
1926,1926
1927,1927
1929,1929
1950,1950
1930,1930
11857,11857
12221,12221
13787,13787
1933,1933
1936,1936
1937,1937
2120,2120
1938,1938
1939,1939
2019,2019
1940,1940
2578,2578
2643,2643
3241,3241
4127,4127
2985,2985
3488,3488
3622,3622
2252,2252
4968,4968
1942,1942
1944,1944
1945,1945
5946,5946
15421,15421
10567,10567
5973,5973
1947,1947
1948,1948
1952,1952
1954,1954
1955,1955
1956,1956
1957,1957
1959,1959
1960,1960
7077,7077
3649,3649
1961,1961
1963,1963
1964,1964
15103,15103
13422,13422
1965,1965
1966,1966
16608,16608
1968,1968
1971,1971
3534,3534
1972,1972
4282,4282
2996,2996
3633,3633
1973,1973
4189,4189
4071,4071
3487,3487
1974,1974
1975,1975
1976,1976
1977,1977
1978,1978
4083,4083
1979,1979
12695,12695
5349,5349
6385,6385
16171,16171
2426,2426
16612,16612
1906,1906
11862,11862
9840,9840
8436,8436
3825,3825
1980,1980
1981,1981
1983,1983
3142,3142
1984,1984
1985,1985
1986,1986
1987,1987
1988,1988
1989,1989
1991,1991
1992,1992
1994,1994
1997,1997
12941,12941
1998,1998
2000,2000
2001,2001
2002,2002
2003,2003
13399,13399
2004,2004
14847,14847
2005,2005
2006,2006
2010,2010
2011,2011
2012,2012
2702,2702
2014,2014
2015,2015
15627,15627
16092,16092
13543,13543
12050,12050
11920,11920
7427,7427
16464,16464
15159,15159
7093,7093
5893,5893
2016,2016
2017,2017
2018,2018
2278,2278
2021,2021
2022,2022
3989,3989
2023,2023
2024,2024
10327,10327
2025,2025
10336,10336
2027,2027
2028,2028
2029,2029
2031,2031
2032,2032
2034,2034
2035,2035
2037,2037
2038,2038
2039,2039
12549,12549
2042,2042
2040,2040
4191,4191
5448,5448
6990,6990
8384,8384
8452,8452
10225,10225
10342,10342
10912,10912
13072,13072
13109,13109
13198,13198
14584,14584
14989,14989
2388,2388
2564,2564
11399,11399
4890,4890
2046,2046
2906,2906
4491,4491
4137,4137
4769,4769
2743,2743
3604,3604
3290,3290
2784,2784
6158,6158
13949,13949
9033,9033
11910,11910
14640,14640
8813,8813
6666,6666
4834,4834
13152,13152
9594,9594
9116,9116
7345,7345
2047,2047
11039,11039
10380,10380
4619,4619
12643,12643
11497,11497
5167,5167
7206,7206
7404,7404
9037,9037
9733,9733
5685,5685
2048,2048
2051,2051
2052,2052
5265,5265
15585,15585
3582,3582
6627,6627
16090,16090
3725,3725
2744,2744
3002,3002
13078,13078
14793,14793
5299,5299
15062,15062
3370,3370
7285,7285
7301,7301
5285,5285
7486,7486
13192,13192
4275,4275
7757,7757
8196,8196
2057,2057
2494,2494
10033,10033
3117,3117
6376,6376
2059,2059
13204,13204
10578,10578
10966,10966
14853,14853
10572,10572
12552,12552
12979,12979
2060,2060
2063,2063
2064,2064
2065,2065
10138,10138
13454,13454
14470,14470
16475,16475
5826,5826
10220,10220
11732,11732
12454,12454
5006,5006
14282,14282
7630,7630
2066,2066
2067,2067
2096,2096
2068,2068
3206,3206
2069,2069
3076,3076
2072,2072
2073,2073
10922,10922
10164,10164
10162,10162
2076,2076
2077,2077
2079,2079
2080,2080
2081,2081
2083,2083
2082,2082
3060,3060
1223,1223
6163,6163
5823,5823
2862,2862
2659,2659
6084,6084
13130,13130
4818,4818
6642,6642
7310,7310
3059,3059
3274,3274
8223,8223
3778,3778
9560,9560
4146,4146
4192,4192
6033,6033
9343,9343
3026,3026
2085,2085
5772,5772
2087,2087
2088,2088
2090,2090
2236,2236
2091,2091
2092,2092
2975,2975
2094,2094
6379,6379
3730,3730
6074,6074
3729,3729
2095,2095
2098,2098
2099,2099
2103,2103
2104,2104
6055,6055
5989,5989
2106,2106
2107,2107
2108,2108
2109,2109
2110,2110
4612,4612
4237,4237
4561,4561
10737,10737
2112,2112
13292,13292
14725,14725
15595,15595
2113,2113
2114,2114
7006,7006
7715,7715
6750,6750
2115,2115
2116,2116
2117,2117
2118,2118
2119,2119
2121,2121
2122,2122
2123,2123
2124,2124
2125,2125
2126,2126
2129,2129
5229,5229
15765,15765
16293,16293
2132,2132
11379,11379
2133,2133
2135,2135
2136,2136
7549,7549
2138,2138
2139,2139
3039,3039
2140,2140
2141,2141
2142,2142
2512,2512
3762,3762
4560,4560
2145,2145
2146,2146
2852,2852
2147,2147
2148,2148
5116,5116
2150,2150
2151,2151
2152,2152
2155,2155
8138,8138
4575,4575
2159,2159
10077,10077
3126,3126
10355,10355
9804,9804
7442,7442
6678,6678
6561,6561
4070,4070
3902,3902
2160,2160
16185,16185
10040,10040
4517,4517
11834,11834
13020,13020
14580,14580
2161,2161
2162,2162
2163,2163
10111,10111
3982,3982
2337,2337
2166,2166
3175,3175
10113,10113
2168,2168
2552,2552
2923,2923
3521,3521
4571,4571
2130,2130
3885,3885
13356,13356
8329,8329
8041,8041
7022,7022
6927,6927
5977,5977
4169,4169
3520,3520
6701,6701
2170,2170
12416,12416
10102,10102
9882,9882
8702,8702
9110,9110
9996,9996
12015,12015
12157,12157
12214,12214
12350,12350
12592,12592
16350,16350
13824,13824
5192,5192
2171,2171
2173,2173
2174,2174
2175,2175
2176,2176
2177,2177
2178,2178
15926,15926
2179,2179
2180,2180
2181,2181
11511,11511
2182,2182
3793,3793
3356,3356
2184,2184
2185,2185
2186,2186
2822,2822
2189,2189
2190,2190
2192,2192
2193,2193
2194,2194
2196,2196
2199,2199
2201,2201
3084,3084
2202,2202
2204,2204
2329,2329
2212,2212
2214,2214
2216,2216
16117,16117
9792,9792
3731,3731
16434,16434
14137,14137
11260,11260
2973,2973
8474,8474
9791,9791
13507,13507
6133,6133
9780,9780
2218,2218
2219,2219
2220,2220
2221,2221
2222,2222
2223,2223
2224,2224
2225,2225
6976,6976
2226,2226
2229,2229
2231,2231
2233,2233
2169,2169
2234,2234
2237,2237
2238,2238
2239,2239
2240,2240
2242,2242
2243,2243
8572,8572
12259,12259
2244,2244
13150,13150
13958,13958
13841,13841
2246,2246
2247,2247
2249,2249
2251,2251
2253,2253
2254,2254
2255,2255
2256,2256
2257,2257
2260,2260
2261,2261
2262,2262
2264,2264
6600,6600
2266,2266
7484,7484
5596,5596
2269,2269
2271,2271
2272,2272
11470,11470
11491,11491
6718,6718
7291,7291
2274,2274
2280,2280
2283,2283
2284,2284
2285,2285
2287,2287
7645,7645
2290,2290
2291,2291
2292,2292
2295,2295
2298,2298
2341,2341
9050,9050
2299,2299
2300,2300
2302,2302
2303,2303
2304,2304
2305,2305
2306,2306
2307,2307
2310,2310
2312,2312
2313,2313
2316,2316
2319,2319
2320,2320
2321,2321
2322,2322
2323,2323
2324,2324
2325,2325
2326,2326
2327,2327
5148,5148
13802,13802
4709,4709
2330,2330
2332,2332
2336,2336
2338,2338
11100,11100
15317,15317
14615,14615
8690,8690
14477,14477
12922,12922
14501,14501
12685,12685
11792,11792
14792,14792
15196,15196
3049,3049
3640,3640
5444,5444
2339,2339
2735,2735
6530,6530
8694,8694
6538,6538
7832,7832
9772,9772
2344,2344
2345,2345
2346,2346
2347,2347
2348,2348
2349,2349
2351,2351
2354,2354
2355,2355
2357,2357
2359,2359
2361,2361
11621,11621
2362,2362
2363,2363
2364,2364
2368,2368
2369,2369
2370,2370
2372,2372
4037,4037
2375,2375
2377,2377
2379,2379
16494,16494
12415,12415
2626,2626
2380,2380
7129,7129
9366,9366
8655,8655
5756,5756
2381,2381
7075,7075
2383,2383
4461,4461
8260,8260
3589,3589
9680,9680
2387,2387
13394,13394
1729,1729
10249,10249
2671,2671
10547,10547
2505,2505
1688,1688
2390,2390
2391,2391
4582,4582
2394,2394
11067,11067
11996,11996
2395,2395
5704,5704
2396,2396
2401,2401
2402,2402
2404,2404
2406,2406
2409,2409
2682,2682
13935,13935
16548,16548
14804,14804
12424,12424
11982,11982
9855,9855
9131,9131
4534,4534
12107,12107
15435,15435
8575,8575
8704,8704
13441,13441
15502,15502
8837,8837
8419,8419
10598,10598
10637,10637
7833,7833
2410,2410
11763,11763
9597,9597
8119,8119
7668,7668
8094,8094
8271,8271
11044,11044
2412,2412
2413,2413
2414,2414
2416,2416
2419,2419
2421,2421
15629,15629
2425,2425
1330,1330
2427,2427
12499,12499
6735,6735
7174,7174
13131,13131
12777,12777
12240,12240
4131,4131
3658,3658
2428,2428
2706,2706
2804,2804
10050,10050
13420,13420
1834,1834
14764,14764
14599,14599
13313,13313
14284,14284
10549,10549
14372,14372
13924,13924
13845,13845
4115,4115
2433,2433
15300,15300
11473,11473
5526,5526
14898,14898
2434,2434
2435,2435
2436,2436
2438,2438
2441,2441
2506,2506
4313,4313
4842,4842
2443,2443
3011,3011
2444,2444
2445,2445
2446,2446
2448,2448
2449,2449
4056,4056
10631,10631
10071,10071
8696,8696
7018,7018
7307,7307
12034,12034
7876,7876
8226,8226
14126,14126
2450,2450
2757,2757
10407,10407
3659,3659
10542,10542
5592,5592
3379,3379
6506,6506
6481,6481
6991,6991
2451,2451
4101,4101
4153,4153
7690,7690
7724,7724
13713,13713
13736,13736
2452,2452
2453,2453
2455,2455
2457,2457
2458,2458
2459,2459
2460,2460
4441,4441
13496,13496
2462,2462
2524,2524
5785,5785
15320,15320
16692,16692
6812,6812
2676,2676
8664,8664
2463,2463
2464,2464
2465,2465
2470,2470
2471,2471
2472,2472
2473,2473
2474,2474
2475,2475
15325,15325
4706,4706
16291,16291
8239,8239
2780,2780
2762,2762
2477,2477
4168,4168
6193,6193
7138,7138
3260,3260
3451,3451
9152,9152
7934,7934
2478,2478
2479,2479
5245,5245
4220,4220
10013,10013
12636,12636
9618,9618
13611,13611
2480,2480
3410,3410
4820,4820
5098,5098
5883,5883
5899,5899
13141,13141
14066,14066
14150,14150
14869,14869
15620,15620
8156,8156
8469,8469
2481,2481
2484,2484
6265,6265
11258,11258
12343,12343
5524,5524
2548,2548
5942,5942
8434,8434
5398,5398
11636,11636
3474,3474
2485,2485
13791,13791
2487,2487
4676,4676
7647,7647
3418,3418
2469,2469
9666,9666
5425,5425
2579,2579
7713,7713
4732,4732
7146,7146
5250,5250
4679,4679
8508,8508
7567,7567
9932,9932
10941,10941
2488,2488
12805,12805
12227,12227
16536,16536
13724,13724
14075,14075
11568,11568
15214,15214
2490,2490
12739,12739
4310,4310
3862,3862
3001,3001
2857,2857
2726,2726
4905,4905
9863,9863
7289,7289
2491,2491
2492,2492
2493,2493
2495,2495
2501,2501
14531,14531
2503,2503
9569,9569
2504,2504
14479,14479
3323,3323
3048,3048
2508,2508
2770,2770
15012,15012
3005,3005
2510,2510
13434,13434
13801,13801
14427,14427
4240,4240
7928,7928
5292,5292
2517,2517
2782,2782
2518,2518
8151,8151
5742,5742
2519,2519
9313,9313
7008,7008
8211,8211
10995,10995
9444,9444
11059,11059
7961,7961
7047,7047
3429,3429
9807,9807
2521,2521
1200,1200
7804,7804
4565,4565
7638,7638
7633,7633
2523,2523
2526,2526
2093,2093
2711,2711
2527,2527
3023,3023
3721,3721
3853,3853
6215,6215
8638,8638
13429,13429
2669,2669
2528,2528
2530,2530
2531,2531
3238,3238
4523,4523
8089,8089
2678,2678
2532,2532
2533,2533
2535,2535
2536,2536
2537,2537
2538,2538
10120,10120
2541,2541
2542,2542
4335,4335
9331,9331
3239,3239
2543,2543
6754,6754
9121,9121
11997,11997
12804,12804
15415,15415
13780,13780
15203,15203
16515,16515
10458,10458
9790,9790
12682,12682
16504,16504
16722,16722
15804,15804
15397,15397
16308,16308
16191,16191
14134,14134
13484,13484
12601,12601
12092,12092
11332,11332
9176,9176
7749,7749
7729,7729
15156,15156
9583,9583
2544,2544
15558,15558
9609,9609
8719,8719
14136,14136
14346,14346
2545,2545
2688,2688
2546,2546
3469,3469
12597,12597
6109,6109
6069,6069
12799,12799
6632,6632
6083,6083
16747,16747
8303,8303
2547,2547
3298,3298
2549,2549
2551,2551
2553,2553
2560,2560
2554,2554
2557,2557
2559,2559
2561,2561
2562,2562
2563,2563
2565,2565
2566,2566
2567,2567
2569,2569
2571,2571
4323,4323
2572,2572
2712,2712
2573,2573
2752,2752
2574,2574
2575,2575
2576,2576
4354,4354
6834,6834
7623,7623
15269,15269
14685,14685
13037,13037
9515,9515
8668,8668
2580,2580
3393,3393
7837,7837
2949,2949
4227,4227
5399,5399
5957,5957
2668,2668
3550,3550
6059,6059
6364,6364
7554,7554
7717,7717
9260,9260
10492,10492
11945,11945
12548,12548
12724,12724
11554,11554
2980,2980
11630,11630
2581,2581
14311,14311
2582,2582
8011,8011
2583,2583
2586,2586
2587,2587
6822,6822
16388,16388
11543,11543
2588,2588
11915,11915
12793,12793
2590,2590
2591,2591
2592,2592
2593,2593
3654,3654
7199,7199
10161,10161
2595,2595
15341,15341
2596,2596
13933,13933
2597,2597
2599,2599
10004,10004
2772,2772
11423,11423
11402,11402
4124,4124
3369,3369
2601,2601
2602,2602
2603,2603
2604,2604
2663,2663
4194,4194
2605,2605
2606,2606
2608,2608
2609,2609
2610,2610
2611,2611
2612,2612
2613,2613
11699,11699
4448,4448
7763,7763
2614,2614
4953,4953
16130,16130
12428,12428
12166,12166
11316,11316
11289,11289
9720,9720
8775,8775
8308,8308
4873,4873
3470,3470
3358,3358
2615,2615
2618,2618
2619,2619
2620,2620
2621,2621
2622,2622
2624,2624
2625,2625
2627,2627
2628,2628
2629,2629
2631,2631
2634,2634
2635,2635
14042,14042
13347,13347
9021,9021
10165,10165
3556,3556
16194,16194
15854,15854
15697,15697
15694,15694
14302,14302
13075,13075
12392,12392
12295,12295
12208,12208
9870,9870
8787,8787
6693,6693
6539,6539
6014,6014
4165,4165
3656,3656
16442,16442
3035,3035
7177,7177
2636,2636
2825,2825
3167,3167
1429,1429
1881,1881
9460,9460
6445,6445
9235,9235
7290,7290
2111,2111
13922,13922
16197,16197
11781,11781
16734,16734
2792,2792
2637,2637
16740,16740
14486,14486
4360,4360
6567,6567
12774,12774
2640,2640
2641,2641
15318,15318
15165,15165
6104,6104
14280,14280
9753,9753
6761,6761
13401,13401
15516,15516
12315,12315
12179,12179
16458,16458
13423,13423
10465,10465
6431,6431
4116,4116
15739,15739
12980,12980
2642,2642
13595,13595
5363,5363
2644,2644
2646,2646
2648,2648
7924,7924
2649,2649
2651,2651
11061,11061
8867,8867
12780,12780
12802,12802
6347,6347
3445,3445
15467,15467
6708,6708
13858,13858
11705,11705
6532,6532
2952,2952
2714,2714
2652,2652
2785,2785
7678,7678
2655,2655
12264,12264
13349,13349
8482,8482
11696,11696
12224,12224
8494,8494
2656,2656
12679,12679
12652,12652
9135,9135
8860,8860
13247,13247
16666,16666
8861,8861
9581,9581
7037,7037
6663,6663
5106,5106
2657,2657
2705,2705
7294,7294
2661,2661
8306,8306
3307,3307
3736,3736
8446,8446
8029,8029
9469,9469
11823,11823
12492,12492
13781,13781
14294,14294
14316,14316
11579,11579
8346,8346
16311,16311
16526,16526
3106,3106
9909,9909
10379,10379
2863,2863
9812,9812
2664,2664
4164,4164
4163,4163
2833,2833
8532,8532
10308,10308
8500,8500
9184,9184
11633,11633
12888,12888
9487,9487
15064,15064
15480,15480
15539,15539
5934,5934
7193,7193
6664,6664
11549,11549
7501,7501
12524,12524
14791,14791
14399,14399
13293,13293
9811,9811
5332,5332
11295,11295
6818,6818
11429,11429
2665,2665
2667,2667
5569,5569
5568,5568
11775,11775
6419,6419
5894,5894
2672,2672
2674,2674
2675,2675
2677,2677
2679,2679
2994,2994
12973,12973
11922,11922
2680,2680
3677,3677
6336,6336
6541,6541
2681,2681
2683,2683
2686,2686
2687,2687
2689,2689
3286,3286
3546,3546
3897,3897
3210,3210
12758,12758
15283,15283
9227,9227
2789,2789
9553,9553
12327,12327
2690,2690
8544,8544
8601,8601
8773,8773
8931,8931
9059,9059
11469,11469
11082,11082
4359,4359
6179,6179
6288,6288
8304,8304
8879,8879
12008,12008
6394,6394
2692,2692
2694,2694
2696,2696
2698,2698
2701,2701
2767,2767
3850,3850
3092,3092
3318,3318
3893,3893
14044,14044
2704,2704
1571,1571
2708,2708
2795,2795
2709,2709
2713,2713
2715,2715
2717,2717
2718,2718
9506,9506
3674,3674
2719,2719
3212,3212
8148,8148
2720,2720
3222,3222
1812,2721
1812,2476
1812,8924
1812,10201
1812,13328
1812,3535
1812,3542
3090,3090
2722,2722
2723,2723
2724,2724
2725,2725
2727,2727
2728,2728
5096,5096
2730,2730
2731,2731
2732,2732
2733,2733
3563,3563
2734,2734
2737,2737
2738,2738
2739,2739
2740,2740
2742,2742
2745,2745
10502,10502
12550,12550
12895,12895
13574,13574
13011,13011
15766,15766
2746,2746
7374,7374
2747,2747
10692,10692
4848,4848
2555,2555
8684,8684
8074,8074
3574,3574
3044,3044
2809,2809
2749,2749
6189,6189
15041,15041
2750,2750
2753,2753
10235,10235
2754,2754
2756,2756
2759,2759
2761,2761
2764,2764
11871,11871
14902,14902
2765,2765
3207,3207
9806,9806
9631,9631
8168,8168
6135,6135
5803,5803
5712,5712
2766,2766
3246,3246
2768,2768
7958,7958
9610,9610
2769,2769
2658,2658
9764,9764
8066,8066
6529,6529
7049,7049
12197,12197
2771,2771
2773,2773
2774,2774
6224,6224
2776,2776
9520,9520
2777,2777
16587,16587
13279,13279
2778,2778
12058,12058
9605,9605
13017,13017
2781,2781
2783,2783
2786,2786
2787,2787
2788,2788
14076,14076
12503,12503
2790,2790
2791,2791
6749,6749
2793,2793
8080,8080
6605,6605
2794,2794
4712,4712
6402,6402
9634,9634
5057,5057
4425,4425
2797,2797
3273,3273
2798,2798
2801,2801
7349,7349
8097,8097
11909,11909
13457,13457
12924,12924
7488,7488
14537,14537
10982,10982
16264,16264
11359,11359
12403,12403
13033,13033
2802,2802
2805,2805
6031,6031
6928,6928
8713,8713
2808,2808
16621,16621
3360,3360
3119,3119
7071,7071
3066,3066
3006,3006
2080,3887
2080,3608
2080,5961
2080,14598
2080,8498
2080,8530
2080,14043
2080,2810
2080,4174
2812,2812
2815,2815
4569,4569
5075,5075
4446,4446
4182,4182
4261,4261
13117,13117
10602,10602
10508,10508
8217,8217
6302,6302
9557,9557
14874,14874
7153,7153
12675,12675
14971,14971
11272,11272
3750,3750
9083,9083
12535,12535
11311,11311
7739,7739
2816,2816
3787,3787
3310,3310
3728,3728
9089,9089
2817,2817
3271,3271
2818,2818
3836,3836
2819,2819
13008,13008
16534,16534
14710,14710
13466,13466
4100,4100
4224,4224
11921,11921
7182,7182
2820,2820
2821,2821
3096,3096
2823,2823
2824,2824
2827,2827
2828,2828
2829,2829
2830,2830
2831,2831
2835,2835
2837,2837
9759,9759
8284,8284
4125,4125
10665,10665
2989,2989
4118,4118
4103,4103
3829,3829
3449,3449
12118,12118
12752,12752
3105,3105
14285,14285
14468,14468
14626,14626
14839,14839
15773,15773
15847,15847
16404,16404
5703,5703
7925,7925
2839,2839
5221,5221
6268,6268
7050,7050
6390,6390
2840,2840
3571,3571
3128,3128
3258,3258
3326,3326
3431,3431
6322,6322
2841,2841
10964,10964
2843,2843
2844,2844
2845,2845
3064,3064
3093,3093
2846,2846
3191,3191
5512,5512
2849,2849
2850,2850
2851,2851
2853,2853
2855,2855
2856,2856
2858,2858
2860,2860
15959,15959
2867,2867
3626,3626
2869,2869
3684,3684
2871,2871
3529,3529
3304,3304
2872,2872
2873,2873
2875,2875
7441,7441
3781,3781
13540,13540
2876,2876
2880,2880
2881,2881
2884,2884
11187,11187
2886,2886
10100,10100
14747,14747
13945,13945
9775,9775
9661,9661
9191,9191
6326,6326
3585,3585
4048,4048
2887,2887
2888,2888
2889,2889
2890,2890
2891,2891
2893,2893
2894,2894
2895,2895
2896,2896
2897,2897
15285,15285
12044,12044
11078,11078
2898,2898
11626,11626
10946,10946
2899,2899
12010,12010
8812,8812
8907,8907
6623,6623
2902,2902
2904,2904
2908,2908
2909,2909
14808,14808
4086,4086
16261,16261
15250,15250
8827,8827
3660,3660
2910,2910
13210,13210
2911,2911
2912,2912
8233,8233
11341,11341
14722,14722
12555,12555
10025,10025
9279,9279
6676,6676
3114,3114
5280,5280
3651,3651
2916,2916
14789,14789
14750,14750
7351,7351
2918,2918
10389,10389
3905,3905
2097,2097
2919,2919
2960,2960
10402,10402
3945,3945
2128,2128
2959,2959
2917,2917
2892,2892
2877,2877
2920,2920
1919,2921
1919,12928
1919,6907
1919,8353
1919,6132
2924,2924
2925,2925
2926,2926
2927,2927
2928,2928
5393,5393
2929,2929
2931,2931
15786,15786
4173,4173
2935,2935
2936,2936
4713,4713
12606,12606
9494,9494
13005,13005
14146,14146
7815,7815
9053,9053
2937,2937
5293,5293
5544,5544
2939,2939
14959,14959
13948,13948
4428,4428
13458,13458
4717,4717
13323,13323
5175,5175
11817,11817
11809,11809
11731,11731
9137,9137
7072,7072
6747,6747
2941,2941
9615,9615
8361,8361
8234,8234
8174,8174
7875,7875
5577,5577
6557,6557
14842,14842
15866,15866
15946,15946
8285,8285
7520,7520
11844,11844
8685,8685
14478,14478
12759,12759
3186,3186
9885,9885
12231,12231
13160,13160
5945,5945
13838,13838
8431,8431
2942,2942
2943,2943
7860,7860
5879,5879
4234,4234
6625,6625
12307,12307
10252,10252
2944,2944
2946,2946
2947,2947
2951,2951
13593,13593
7313,7313
2953,2953
2954,2954
2964,2964
2955,2955
2957,2957
2958,2958
2961,2961
2962,2962
2963,2963
2965,2965
5438,5438
10057,10057
3262,3262
9376,9376
2967,2967
3447,3447
3909,3909
2968,2968
2969,2969
2970,2970
2971,2971
2972,2972
14719,14719
2976,2976
4986,4986
2979,2979
2981,2981
2983,2983
2984,2984
8499,8499
2986,2986
7215,7215
6880,6880
7805,7805
8266,8266
2987,2987
2990,2990
13335,13335
15704,15704
15500,15500
16395,16395
9929,9929
15042,15042
9914,9914
2993,2993
12432,12432
2997,2997
5626,5626
4694,4694
7147,7147
13424,13424
10058,10058
12172,12172
3000,3000
1300,3003
1300,2991
3004,3004
3008,3008
3009,3009
3010,3010
569,569
3012,3012
3013,3013
3015,3015
3016,3016
3312,3312
7510,7510
6229,6229
4646,4646
6797,6797
6195,6195
14300,14300
13508,13508
12700,12700
11580,11580
11961,11961
9381,9381
3017,3017
3018,3018
3019,3019
5880,5880
5860,5860
3020,3020
3348,3348
5488,5488
6348,6348
12195,12195
3832,3832
7682,7682
10453,10453
12761,12761
8845,8845
3022,3022
3103,3103
3024,3024
6081,6081
7569,7569
3027,3027
3029,3029
3530,3530
3030,3030
3031,3031
16531,16531
12681,12681
9044,9044
3032,3032
6301,6301
10267,10267
3033,3033
3034,3034
3040,3040
3041,3041
3042,3042
3043,3043
3046,3046
3053,3053
3055,3055
4935,4935
3322,3322
6876,6876
6960,6960
4402,4402
5447,5447
3056,3056
3057,3057
3061,3061
3062,3062
3065,3065
4091,4091
3068,3068
2360,2360
3069,3069
3075,3075
11214,11214
8641,8641
4355,4355
3078,3078
6821,6821
3860,3860
16471,16471
11282,11282
9229,9229
9175,9175
6408,6408
5906,5906
4841,4841
4060,4060
3707,3707
3080,3080
9911,9911
5450,5450
5162,5162
5434,5434
6037,6037
6345,6345
14374,14374
5611,5611
3082,3082
4464,4464
14627,14627
12223,12223
9865,9865
9351,9351
7137,7137
7013,7013
6996,6996
6917,6917
4222,4222
3085,3085
3570,3570
4251,4251
5543,5543
9628,9628
6771,6771
5042,5042
3087,3087
8368,8368
3088,3088
3089,3089
3094,3094
3097,3097
4498,4498
8232,8232
3098,3098
3236,3236
6459,6459
3135,3135
3099,3099
15725,15725
13055,13055
3107,3107
15724,15724
3108,3108
3109,3109
3111,3111
3112,3112
3113,3113
3144,3144
6878,6878
16807,16807
13842,13842
3200,3200
3115,3115
6941,6941
3116,3116
9994,9994
3121,3121
3122,3122
3738,3738
3123,3123
3125,3125
11804,11804
3127,3127
8884,8884
5296,5296
5969,5969
6413,6413
6688,6688
7769,7769
9848,9848
11415,11415
12431,12431
13166,13166
13315,13315
14629,14629
3129,3129
3130,3130
3131,3131
3495,3495
3496,3496
3133,3133
3134,3134
3136,3136
3137,3137
3138,3138
15819,15819
15366,15366
15981,15981
3891,3891
3139,3139
6978,6978
11776,11776
7652,7652
5491,5491
7058,7058
6363,6363
6465,6465
10487,10487
3146,3146
3148,3148
3149,3149
3150,3150
6025,6025
12164,12164
12304,12304
3152,3152
3154,3154
3155,3155
1352,3156
5319,5319
5465,5465
9563,9563
6339,6339
6635,6635
6762,6762
14581,14581
7188,7188
9620,9620
13522,13522
12686,12686
7557,7557
3158,3158
4247,4247
3159,3159
3161,3161
3163,3163
3165,3165
3170,3170
11505,11505
6837,6837
12341,12341
11434,11434
16599,16599
16610,16610
3172,3172
3173,3173
3174,3174
3176,3176
3181,3181
3182,3182
3184,3184
3188,3188
3189,3189
3195,3195
5454,5454
7773,7773
9985,9985
8653,8653
8588,8588
8124,8124
7712,7712
6356,6356
6221,6221
3196,3196
3197,3197
3198,3198
3199,3199
9887,9887
3201,3201
9901,9901
3202,3202
4050,4050
3203,3203
3205,3205
3209,3209
3213,3213
3214,3214
3216,3216
3661,3661
5817,5817
4099,4099
5437,5437
3218,3218
12361,12361
13746,13746
3219,3219
7185,7185
6959,6959
16789,16789
6601,6601
6746,6746
6589,6589
12324,12324
15632,15632
6249,6249
8201,8201
13483,13483
7213,7213
3220,3220
3221,3221
15584,15584
10309,10309
10151,10151
3225,3225
6241,6241
16449,16449
13861,13861
3228,3228
3229,3229
3231,3231
3233,3233
4301,4301
3234,3234
4081,4081
4979,4979
7417,7417
5684,5684
6813,6813
3235,3235
3237,3237
3242,3242
3248,3248
3249,3249
3250,3250
6869,6869
14927,14927
3251,3251
14464,14464
7238,7238
3374,3374
3252,3252
3253,3253
3254,3254
3255,3255
3259,3259
3261,3261
3263,3263
11670,11670
11679,11679
3264,3264
4578,4578
14314,14314
9461,9461
13768,13768
10411,10411
13731,13731
13012,13012
12991,12991
12456,12456
12950,12950
10435,10435
9282,9282
9067,9067
8554,8554
8297,8297
8438,8438
7114,7114
6105,6105
5112,5112
4577,4577
3668,3668
10734,10734
12400,12400
10989,10989
12265,12265
11987,11987
5068,5068
9842,9842
9330,9330
14364,14364
15114,15114
3266,3266
3269,3269
2230,2230
11224,11224
10107,10107
3270,3270
15171,15171
14601,14601
11474,11474
6005,6005
5706,5706
14421,14421
4281,4281
12988,12988
10171,10171
